Datetime (UTC),Actual Carbon Intensity (gCO2/kWh),Forecast Carbon Intensity (gCO2/kWh),Index
2022-06-02T14:30Z,216,212,high
2022-06-02T15:00Z,219,216,high
2022-06-02T15:30Z,222,218,high
2022-06-02T16:00Z,227,222,high
2022-06-02T16:30Z,226,229,high
2022-06-02T17:00Z,234,232,high
2022-06-02T17:30Z,233,235,high
2022-06-02T18:00Z,236,242,high
2022-06-02T18:30Z,238,239,high
2022-06-02T19:00Z,244,244,high
2022-06-02T19:30Z,238,246,high
2022-06-02T20:00Z,243,251,high
2022-06-02T20:30Z,250,251,high
2022-06-02T21:00Z,250,253,high
2022-06-02T21:30Z,249,253,high
2022-06-02T22:00Z,251,257,high
2022-06-02T22:30Z,251,254,high
2022-06-02T23:00Z,242,252,high
2022-06-02T23:30Z,240,255,high
2022-06-03T00:00Z,234,256,high
2022-06-03T00:30Z,236,250,high
2022-06-03T01:00Z,235,250,high
2022-06-03T01:30Z,237,249,high
2022-06-03T02:00Z,237,237,high
2022-06-03T02:30Z,237,236,high
2022-06-03T03:00Z,235,236,high
2022-06-03T03:30Z,231,242,high
2022-06-03T04:00Z,230,240,high
2022-06-03T04:30Z,235,232,high
2022-06-03T05:00Z,232,227,high
2022-06-03T05:30Z,227,231,high
2022-06-03T06:00Z,226,231,high
2022-06-03T06:30Z,223,222,high
2022-06-03T07:00Z,219,224,high
2022-06-03T07:30Z,211,216,high
2022-06-03T08:00Z,205,210,moderate
2022-06-03T08:30Z,196,203,moderate
2022-06-03T09:00Z,190,196,moderate
2022-06-03T09:30Z,183,180,moderate
2022-06-03T10:00Z,172,168,moderate
2022-06-03T10:30Z,162,172,moderate
2022-06-03T11:00Z,158,166,moderate
2022-06-03T11:30Z,155,163,moderate
2022-06-03T12:00Z,160,147,moderate
2022-06-03T12:30Z,166,156,moderate
2022-06-03T13:00Z,163,153,moderate
2022-06-03T13:30Z,163,162,moderate
2022-06-03T14:00Z,164,161,moderate
2022-06-03T14:30Z,166,158,moderate
2022-06-03T15:00Z,172,166,moderate
2022-06-03T15:30Z,174,171,moderate
2022-06-03T16:00Z,180,174,moderate
2022-06-03T16:30Z,182,186,moderate
2022-06-03T17:00Z,188,189,moderate
2022-06-03T17:30Z,188,191,moderate
2022-06-03T18:00Z,185,190,moderate
2022-06-03T18:30Z,183,188,moderate
2022-06-03T19:00Z,181,180,moderate
2022-06-03T19:30Z,185,182,moderate
2022-06-03T20:00Z,183,178,moderate
2022-06-03T20:30Z,183,181,moderate
2022-06-03T21:00Z,179,172,moderate
2022-06-03T21:30Z,172,174,moderate
2022-06-03T22:00Z,163,166,moderate
2022-06-03T22:30Z,145,163,moderate
2022-06-03T23:00Z,133,159,moderate
2022-06-03T23:30Z,127,143,low
2022-06-04T00:00Z,129,140,low
2022-06-04T00:30Z,132,139,moderate
2022-06-04T01:00Z,137,134,moderate
2022-06-04T01:30Z,135,134,moderate
2022-06-04T02:00Z,131,133,moderate
2022-06-04T02:30Z,131,136,moderate
2022-06-04T03:00Z,135,132,moderate
2022-06-04T03:30Z,141,133,moderate
2022-06-04T04:00Z,142,133,moderate
2022-06-04T04:30Z,131,137,moderate
2022-06-04T05:00Z,133,145,moderate
2022-06-04T05:30Z,144,130,moderate
2022-06-04T06:00Z,146,129,moderate
2022-06-04T06:30Z,149,145,moderate
2022-06-04T07:00Z,150,143,moderate
2022-06-04T07:30Z,152,142,moderate
2022-06-04T08:00Z,151,146,moderate
2022-06-04T08:30Z,149,149,moderate
2022-06-04T09:00Z,152,149,moderate
2022-06-04T09:30Z,145,142,moderate
2022-06-04T10:00Z,141,143,moderate
2022-06-04T10:30Z,137,136,moderate
2022-06-04T11:00Z,133,134,moderate
2022-06-04T11:30Z,126,130,low
2022-06-04T12:00Z,124,130,low
2022-06-04T12:30Z,123,129,low
2022-06-04T13:00Z,123,118,low
2022-06-04T13:30Z,124,120,low
2022-06-04T14:00Z,119,123,low
2022-06-04T14:30Z,116,126,low
2022-06-04T15:00Z,118,124,low
2022-06-04T15:30Z,136,135,moderate
2022-06-04T16:00Z,147,145,moderate
2022-06-04T16:30Z,159,155,moderate
2022-06-04T17:00Z,166,161,moderate
2022-06-04T17:30Z,172,168,moderate
2022-06-04T18:00Z,175,173,moderate
2022-06-04T18:30Z,170,178,moderate
2022-06-04T19:00Z,169,178,moderate
2022-06-04T19:30Z,172,177,moderate
2022-06-04T20:00Z,171,174,moderate
2022-06-04T20:30Z,175,167,moderate
2022-06-04T21:00Z,175,160,moderate
2022-06-04T21:30Z,169,149,moderate
2022-06-04T22:00Z,162,138,moderate
2022-06-04T22:30Z,148,123,moderate
2022-06-04T23:00Z,146,114,moderate
2022-06-04T23:30Z,147,112,moderate
2022-06-05T00:00Z,143,109,moderate
2022-06-05T00:30Z,139,107,moderate
2022-06-05T01:00Z,139,107,moderate
2022-06-05T01:30Z,139,105,moderate
2022-06-05T02:00Z,138,107,moderate
2022-06-05T02:30Z,135,110,moderate
2022-06-05T03:00Z,135,110,moderate
2022-06-05T03:30Z,132,111,moderate
2022-06-05T04:00Z,127,109,low
2022-06-05T04:30Z,128,112,low
2022-06-05T05:00Z,132,117,moderate
2022-06-05T05:30Z,131,116,moderate
2022-06-05T06:00Z,139,123,moderate
2022-06-05T06:30Z,139,123,moderate
2022-06-05T07:00Z,148,132,moderate
2022-06-05T07:30Z,152,135,moderate
2022-06-05T08:00Z,159,146,moderate
2022-06-05T08:30Z,154,145,moderate
2022-06-05T09:00Z,153,147,moderate
2022-06-05T09:30Z,154,153,moderate
2022-06-05T10:00Z,155,157,moderate
2022-06-05T10:30Z,157,164,moderate
2022-06-05T11:00Z,156,173,moderate
2022-06-05T11:30Z,151,175,moderate
2022-06-05T12:00Z,156,177,moderate
2022-06-05T12:30Z,158,171,moderate
2022-06-05T13:00Z,158,170,moderate
2022-06-05T13:30Z,161,172,moderate
2022-06-05T14:00Z,162,174,moderate
2022-06-05T14:30Z,164,182,moderate
2022-06-05T15:00Z,167,189,moderate
2022-06-05T15:30Z,172,194,moderate
2022-06-05T16:00Z,185,198,moderate
2022-06-05T16:30Z,196,209,moderate
2022-06-05T17:00Z,201,212,moderate
2022-06-05T17:30Z,201,216,moderate
2022-06-05T18:00Z,201,222,moderate
2022-06-05T18:30Z,196,226,moderate
2022-06-05T19:00Z,198,230,moderate
2022-06-05T19:30Z,204,233,moderate
2022-06-05T20:00Z,207,236,moderate
2022-06-05T20:30Z,217,239,high
2022-06-05T21:00Z,218,242,high
2022-06-05T21:30Z,223,239,high
2022-06-05T22:00Z,214,235,high
2022-06-05T22:30Z,184,228,moderate
2022-06-05T23:00Z,173,219,moderate
2022-06-05T23:30Z,173,222,moderate
2022-06-06T00:00Z,170,221,moderate
2022-06-06T00:30Z,168,197,moderate
2022-06-06T01:00Z,174,189,moderate
2022-06-06T01:30Z,175,177,moderate
2022-06-06T02:00Z,174,170,moderate
2022-06-06T02:30Z,177,170,moderate
2022-06-06T03:00Z,172,175,moderate
2022-06-06T03:30Z,170,171,moderate
2022-06-06T04:00Z,169,164,moderate
2022-06-06T04:30Z,170,159,moderate
2022-06-06T05:00Z,175,166,moderate
2022-06-06T05:30Z,179,168,moderate
2022-06-06T06:00Z,195,183,moderate
2022-06-06T06:30Z,211,182,high
2022-06-06T07:00Z,215,187,high
2022-06-06T07:30Z,214,210,high
2022-06-06T08:00Z,215,206,high
2022-06-06T08:30Z,215,209,high
2022-06-06T09:00Z,213,212,high
2022-06-06T09:30Z,210,216,high
2022-06-06T10:00Z,209,216,moderate
2022-06-06T10:30Z,209,218,moderate
2022-06-06T11:00Z,206,214,moderate
2022-06-06T11:30Z,197,212,moderate
2022-06-06T12:00Z,196,209,moderate
2022-06-06T12:30Z,201,205,moderate
2022-06-06T13:00Z,196,199,moderate
2022-06-06T13:30Z,197,205,moderate
2022-06-06T14:00Z,196,199,moderate
2022-06-06T14:30Z,197,202,moderate
2022-06-06T15:00Z,198,199,moderate
2022-06-06T15:30Z,203,200,moderate
2022-06-06T16:00Z,209,202,moderate
2022-06-06T16:30Z,209,204,moderate
2022-06-06T17:00Z,212,206,high
2022-06-06T17:30Z,213,212,high
2022-06-06T18:00Z,218,215,high
2022-06-06T18:30Z,225,220,high
2022-06-06T19:00Z,228,221,high
2022-06-06T19:30Z,227,228,high
2022-06-06T20:00Z,231,228,high
2022-06-06T20:30Z,233,225,high
2022-06-06T21:00Z,235,229,high
2022-06-06T21:30Z,235,234,high
2022-06-06T22:00Z,226,227,high
2022-06-06T22:30Z,215,225,high
2022-06-06T23:00Z,205,221,moderate
2022-06-06T23:30Z,203,225,moderate
2022-06-07T00:00Z,200,216,moderate
2022-06-07T00:30Z,201,208,moderate
2022-06-07T01:00Z,202,202,moderate
2022-06-07T01:30Z,200,208,moderate
2022-06-07T02:00Z,203,209,moderate
2022-06-07T02:30Z,207,203,moderate
2022-06-07T03:00Z,211,209,high
2022-06-07T03:30Z,220,211,high
2022-06-07T04:00Z,218,214,high
2022-06-07T04:30Z,221,224,high
2022-06-07T05:00Z,229,219,high
2022-06-07T05:30Z,238,228,high
2022-06-07T06:00Z,244,232,high
2022-06-07T06:30Z,246,238,high
2022-06-07T07:00Z,241,242,high
2022-06-07T07:30Z,245,244,high
2022-06-07T08:00Z,242,237,high
2022-06-07T08:30Z,235,236,high
2022-06-07T09:00Z,230,238,high
2022-06-07T09:30Z,227,233,high
2022-06-07T10:00Z,227,227,high
2022-06-07T10:30Z,227,225,high
2022-06-07T11:00Z,226,231,high
2022-06-07T11:30Z,226,229,high
2022-06-07T12:00Z,226,229,high
2022-06-07T12:30Z,227,225,high
2022-06-07T13:00Z,227,226,high
2022-06-07T13:30Z,230,224,high
2022-06-07T14:00Z,229,224,high
2022-06-07T14:30Z,223,225,high
2022-06-07T15:00Z,226,227,high
2022-06-07T15:30Z,223,229,high
2022-06-07T16:00Z,228,228,high
2022-06-07T16:30Z,231,232,high
2022-06-07T17:00Z,231,233,high
2022-06-07T17:30Z,234,236,high
2022-06-07T18:00Z,239,234,high
2022-06-07T18:30Z,236,235,high
2022-06-07T19:00Z,238,242,high
2022-06-07T19:30Z,243,241,high
2022-06-07T20:00Z,243,240,high
2022-06-07T20:30Z,244,244,high
2022-06-07T21:00Z,247,242,high
2022-06-07T21:30Z,242,241,high
2022-06-07T22:00Z,233,241,high
2022-06-07T22:30Z,219,239,high
2022-06-07T23:00Z,204,224,moderate
2022-06-07T23:30Z,199,215,moderate
2022-06-08T00:00Z,199,216,moderate
2022-06-08T00:30Z,198,215,moderate
2022-06-08T01:00Z,196,201,moderate
2022-06-08T01:30Z,197,195,moderate
2022-06-08T02:00Z,192,193,moderate
2022-06-08T02:30Z,193,195,moderate
2022-06-08T03:00Z,193,193,moderate
2022-06-08T03:30Z,191,194,moderate
2022-06-08T04:00Z,181,193,moderate
2022-06-08T04:30Z,180,195,moderate
2022-06-08T05:00Z,177,192,moderate
2022-06-08T05:30Z,180,191,moderate
2022-06-08T06:00Z,187,186,moderate
2022-06-08T06:30Z,190,185,moderate
2022-06-08T07:00Z,191,186,moderate
2022-06-08T07:30Z,190,185,moderate
2022-06-08T08:00Z,188,187,moderate
2022-06-08T08:30Z,191,191,moderate
2022-06-08T09:00Z,187,186,moderate
2022-06-08T09:30Z,187,182,moderate
2022-06-08T10:00Z,187,177,moderate
2022-06-08T10:30Z,180,180,moderate
2022-06-08T11:00Z,179,179,moderate
2022-06-08T11:30Z,175,178,moderate
2022-06-08T12:00Z,171,175,moderate
2022-06-08T12:30Z,171,170,moderate
2022-06-08T13:00Z,171,164,moderate
2022-06-08T13:30Z,171,164,moderate
2022-06-08T14:00Z,172,163,moderate
2022-06-08T14:30Z,167,168,moderate
2022-06-08T15:00Z,170,175,moderate
2022-06-08T15:30Z,163,170,moderate
2022-06-08T16:00Z,172,177,moderate
2022-06-08T16:30Z,187,171,moderate
2022-06-08T17:00Z,194,175,moderate
2022-06-08T17:30Z,188,191,moderate
2022-06-08T18:00Z,194,200,moderate
2022-06-08T18:30Z,198,205,moderate
2022-06-08T19:00Z,207,199,moderate
2022-06-08T19:30Z,218,203,high
2022-06-08T20:00Z,221,211,high
2022-06-08T20:30Z,226,219,high
2022-06-08T21:00Z,228,222,high
2022-06-08T21:30Z,226,218,high
2022-06-08T22:00Z,217,213,high
2022-06-08T22:30Z,208,197,moderate
2022-06-08T23:00Z,190,200,moderate
2022-06-08T23:30Z,173,187,moderate
2022-06-09T00:00Z,159,179,moderate
2022-06-09T00:30Z,165,186,moderate
2022-06-09T01:00Z,170,171,moderate
2022-06-09T01:30Z,170,168,moderate
2022-06-09T02:00Z,166,166,moderate
2022-06-09T02:30Z,164,170,moderate
2022-06-09T03:00Z,167,167,moderate
2022-06-09T03:30Z,168,162,moderate
2022-06-09T04:00Z,170,168,moderate
2022-06-09T04:30Z,170,173,moderate
2022-06-09T05:00Z,174,179,moderate
2022-06-09T05:30Z,187,184,moderate
2022-06-09T06:00Z,205,181,moderate
2022-06-09T06:30Z,209,192,moderate
2022-06-09T07:00Z,214,210,high
2022-06-09T07:30Z,213,212,high
2022-06-09T08:00Z,209,214,moderate
2022-06-09T08:30Z,208,214,moderate
2022-06-09T09:00Z,206,212,moderate
2022-06-09T09:30Z,206,199,moderate
2022-06-09T10:00Z,200,204,moderate
2022-06-09T10:30Z,196,202,moderate
2022-06-09T11:00Z,191,199,moderate
2022-06-09T11:30Z,187,195,moderate
2022-06-09T12:00Z,183,192,moderate
2022-06-09T12:30Z,186,185,moderate
2022-06-09T13:00Z,186,183,moderate
2022-06-09T13:30Z,177,182,moderate
2022-06-09T14:00Z,168,180,moderate
2022-06-09T14:30Z,164,168,moderate
2022-06-09T15:00Z,166,170,moderate
2022-06-09T15:30Z,176,169,moderate
2022-06-09T16:00Z,178,172,moderate
2022-06-09T16:30Z,178,175,moderate
2022-06-09T17:00Z,177,177,moderate
2022-06-09T17:30Z,177,176,moderate
2022-06-09T18:00Z,174,174,moderate
2022-06-09T18:30Z,164,171,moderate
2022-06-09T19:00Z,164,169,moderate
2022-06-09T19:30Z,169,158,moderate
2022-06-09T20:00Z,173,160,moderate
2022-06-09T20:30Z,174,159,moderate
2022-06-09T21:00Z,162,166,moderate
2022-06-09T21:30Z,152,159,moderate
2022-06-09T22:00Z,143,153,moderate
2022-06-09T22:30Z,130,147,moderate
2022-06-09T23:00Z,124,139,low
2022-06-09T23:30Z,121,131,low
2022-06-10T00:00Z,118,123,low
2022-06-10T00:30Z,114,121,low
2022-06-10T01:00Z,116,119,low
2022-06-10T01:30Z,110,116,low
2022-06-10T02:00Z,109,116,low
2022-06-10T02:30Z,105,112,low
2022-06-10T03:00Z,112,111,low
2022-06-10T03:30Z,115,111,low
2022-06-10T04:00Z,114,113,low
2022-06-10T04:30Z,113,112,low
2022-06-10T05:00Z,121,115,low
2022-06-10T05:30Z,118,114,low
2022-06-10T06:00Z,121,119,low
2022-06-10T06:30Z,133,118,moderate
2022-06-10T07:00Z,135,111,moderate
2022-06-10T07:30Z,137,127,moderate
2022-06-10T08:00Z,138,127,moderate
2022-06-10T08:30Z,131,129,moderate
2022-06-10T09:00Z,124,130,low
2022-06-10T09:30Z,119,123,low
2022-06-10T10:00Z,113,116,low
2022-06-10T10:30Z,106,108,low
2022-06-10T11:00Z,99,106,low
2022-06-10T11:30Z,97,101,low
2022-06-10T12:00Z,92,96,low
2022-06-10T12:30Z,95,97,low
2022-06-10T13:00Z,91,97,low
2022-06-10T13:30Z,96,94,low
2022-06-10T14:00Z,98,94,low
2022-06-10T14:30Z,92,87,low
2022-06-10T15:00Z,96,89,low
2022-06-10T15:30Z,101,94,low
2022-06-10T16:00Z,102,94,low
2022-06-10T16:30Z,108,96,low
2022-06-10T17:00Z,114,106,low
2022-06-10T17:30Z,115,108,low
2022-06-10T18:00Z,120,111,low
2022-06-10T18:30Z,129,116,low
2022-06-10T19:00Z,131,120,moderate
2022-06-10T19:30Z,139,122,moderate
2022-06-10T20:00Z,144,128,moderate
2022-06-10T20:30Z,144,124,moderate
2022-06-10T21:00Z,137,133,moderate
2022-06-10T21:30Z,132,138,moderate
2022-06-10T22:00Z,123,133,low
2022-06-10T22:30Z,103,128,low
2022-06-10T23:00Z,84,119,low
2022-06-10T23:30Z,89,90,low
2022-06-11T00:00Z,84,82,low
2022-06-11T00:30Z,81,83,low
2022-06-11T01:00Z,83,84,low
2022-06-11T01:30Z,80,84,low
2022-06-11T02:00Z,78,77,low
2022-06-11T02:30Z,78,78,low
2022-06-11T03:00Z,79,79,low
2022-06-11T03:30Z,82,76,low
2022-06-11T04:00Z,79,78,low
2022-06-11T04:30Z,80,81,low
2022-06-11T05:00Z,83,77,low
2022-06-11T05:30Z,82,76,low
2022-06-11T06:00Z,83,77,low
2022-06-11T06:30Z,84,79,low
2022-06-11T07:00Z,85,75,low
2022-06-11T07:30Z,86,74,low
2022-06-11T08:00Z,81,72,low
2022-06-11T08:30Z,79,76,low
2022-06-11T09:00Z,76,74,low
2022-06-11T09:30Z,70,78,low
2022-06-11T10:00Z,68,74,low
2022-06-11T10:30Z,60,73,low
2022-06-11T11:00Z,57,68,low
2022-06-11T11:30Z,62,65,low
2022-06-11T12:00Z,62,58,low
2022-06-11T12:30Z,63,57,low
2022-06-11T13:00Z,59,60,low
2022-06-11T13:30Z,58,57,low
2022-06-11T14:00Z,55,50,low
2022-06-11T14:30Z,53,51,low
2022-06-11T15:00Z,56,52,low
2022-06-11T15:30Z,67,50,low
2022-06-11T16:00Z,74,51,low
2022-06-11T16:30Z,82,67,low
2022-06-11T17:00Z,87,73,low
2022-06-11T17:30Z,92,82,low
2022-06-11T18:00Z,99,84,low
2022-06-11T18:30Z,102,90,low
2022-06-11T19:00Z,106,99,low
2022-06-11T19:30Z,108,101,low
2022-06-11T20:00Z,111,104,low
2022-06-11T20:30Z,115,104,low
2022-06-11T21:00Z,117,111,low
2022-06-11T21:30Z,118,107,low
2022-06-11T22:00Z,115,107,low
2022-06-11T22:30Z,105,112,low
2022-06-11T23:00Z,93,114,low
2022-06-11T23:30Z,91,114,low
2022-06-12T00:00Z,90,98,low
2022-06-12T00:30Z,93,95,low
2022-06-12T01:00Z,86,87,low
2022-06-12T01:30Z,88,84,low
2022-06-12T02:00Z,87,80,low
2022-06-12T02:30Z,87,86,low
2022-06-12T03:00Z,88,87,low
2022-06-12T03:30Z,88,84,low
2022-06-12T04:00Z,88,89,low
2022-06-12T04:30Z,92,86,low
2022-06-12T05:00Z,93,89,low
2022-06-12T05:30Z,84,84,low
2022-06-12T06:00Z,90,92,low
2022-06-12T06:30Z,90,80,low
2022-06-12T07:00Z,86,84,low
2022-06-12T07:30Z,77,80,low
2022-06-12T08:00Z,78,80,low
2022-06-12T08:30Z,86,79,low
2022-06-12T09:00Z,83,73,low
2022-06-12T09:30Z,82,79,low
2022-06-12T10:00Z,79,80,low
2022-06-12T10:30Z,76,79,low
2022-06-12T11:00Z,76,76,low
2022-06-12T11:30Z,74,70,low
2022-06-12T12:00Z,70,70,low
2022-06-12T12:30Z,69,67,low
2022-06-12T13:00Z,69,67,low
2022-06-12T13:30Z,64,63,low
2022-06-12T14:00Z,63,65,low
2022-06-12T14:30Z,66,62,low
2022-06-12T15:00Z,70,61,low
2022-06-12T15:30Z,89,59,low
2022-06-12T16:00Z,98,57,low
2022-06-12T16:30Z,109,71,low
2022-06-12T17:00Z,117,75,low
2022-06-12T17:30Z,127,87,low
2022-06-12T18:00Z,136,122,moderate
2022-06-12T18:30Z,137,127,moderate
2022-06-12T19:00Z,143,137,moderate
2022-06-12T19:30Z,142,130,moderate
2022-06-12T20:00Z,141,138,moderate
2022-06-12T20:30Z,137,140,moderate
2022-06-12T21:00Z,139,133,moderate
2022-06-12T21:30Z,134,122,moderate
2022-06-12T22:00Z,130,128,moderate
2022-06-12T22:30Z,127,124,low
2022-06-12T23:00Z,120,125,low
2022-06-12T23:30Z,119,122,low
2022-06-13T00:00Z,111,128,low
2022-06-13T00:30Z,108,114,low
2022-06-13T01:00Z,107,109,low
2022-06-13T01:30Z,105,107,low
2022-06-13T02:00Z,108,108,low
2022-06-13T02:30Z,111,89,low
2022-06-13T03:00Z,112,107,low
2022-06-13T03:30Z,113,110,low
2022-06-13T04:00Z,111,110,low
2022-06-13T04:30Z,113,115,low
2022-06-13T05:00Z,119,106,low
2022-06-13T05:30Z,128,114,low
2022-06-13T06:00Z,145,134,moderate
2022-06-13T06:30Z,158,143,moderate
2022-06-13T07:00Z,165,153,moderate
2022-06-13T07:30Z,164,165,moderate
2022-06-13T08:00Z,164,167,moderate
2022-06-13T08:30Z,169,165,moderate
2022-06-13T09:00Z,171,168,moderate
2022-06-13T09:30Z,177,167,moderate
2022-06-13T10:00Z,180,168,moderate
2022-06-13T10:30Z,181,174,moderate
2022-06-13T11:00Z,181,175,moderate
2022-06-13T11:30Z,176,176,moderate
2022-06-13T12:00Z,177,176,moderate
2022-06-13T12:30Z,178,176,moderate
2022-06-13T13:00Z,175,177,moderate
2022-06-13T13:30Z,177,180,moderate
2022-06-13T14:00Z,179,174,moderate
2022-06-13T14:30Z,178,176,moderate
