Datetime (UTC),Actual Carbon Intensity (gCO2/kWh),Forecast Carbon Intensity (gCO2/kWh),Index
2022-01-02T15:30Z,88,90,low
2022-01-02T16:00Z,94,90,low
2022-01-02T16:30Z,102,89,low
2022-01-02T17:00Z,104,99,low
2022-01-02T17:30Z,102,96,low
2022-01-02T18:00Z,98,97,low
2022-01-02T18:30Z,96,95,low
2022-01-02T19:00Z,92,97,low
2022-01-02T19:30Z,91,89,low
2022-01-02T20:00Z,83,88,low
2022-01-02T20:30Z,73,87,low
2022-01-02T21:00Z,65,84,low
2022-01-02T21:30Z,62,70,low
2022-01-02T22:00Z,53,53,low
2022-01-02T22:30Z,56,57,low
2022-01-02T23:00Z,57,46,low
2022-01-02T23:30Z,58,58,low
2022-01-03T00:00Z,55,58,low
2022-01-03T00:30Z,50,60,low
2022-01-03T01:00Z,55,55,low
2022-01-03T01:30Z,53,49,low
2022-01-03T02:00Z,50,54,low
2022-01-03T02:30Z,46,48,low
2022-01-03T03:00Z,47,43,low
2022-01-03T03:30Z,47,44,low
2022-01-03T04:00Z,45,43,low
2022-01-03T04:30Z,44,47,very low
2022-01-03T05:00Z,41,44,very low
2022-01-03T05:30Z,42,46,very low
2022-01-03T06:00Z,47,43,low
2022-01-03T06:30Z,57,44,low
2022-01-03T07:00Z,60,46,low
2022-01-03T07:30Z,64,58,low
2022-01-03T08:00Z,68,61,low
2022-01-03T08:30Z,74,62,low
2022-01-03T09:00Z,86,68,low
2022-01-03T09:30Z,99,74,low
2022-01-03T10:00Z,102,89,low
2022-01-03T10:30Z,90,99,low
2022-01-03T11:00Z,90,105,low
2022-01-03T11:30Z,90,96,low
2022-01-03T12:00Z,99,93,low
2022-01-03T12:30Z,104,91,low
2022-01-03T13:00Z,104,100,low
2022-01-03T13:30Z,105,108,low
2022-01-03T14:00Z,108,105,low
2022-01-03T14:30Z,110,104,low
2022-01-03T15:00Z,114,111,low
2022-01-03T15:30Z,120,111,low
2022-01-03T16:00Z,125,124,low
2022-01-03T16:30Z,127,126,low
2022-01-03T17:00Z,131,136,moderate
2022-01-03T17:30Z,139,129,moderate
2022-01-03T18:00Z,138,133,moderate
2022-01-03T18:30Z,137,137,moderate
2022-01-03T19:00Z,136,123,moderate
2022-01-03T19:30Z,136,135,moderate
2022-01-03T20:00Z,133,134,moderate
2022-01-03T20:30Z,124,136,low
2022-01-03T21:00Z,115,132,low
2022-01-03T21:30Z,109,124,low
2022-01-03T22:00Z,103,115,low
2022-01-03T22:30Z,97,107,low
2022-01-03T23:00Z,87,95,low
2022-01-03T23:30Z,75,99,low
2022-01-04T00:00Z,65,89,low
2022-01-04T00:30Z,68,79,low
2022-01-04T01:00Z,78,67,low
2022-01-04T01:30Z,82,71,low
2022-01-04T02:00Z,81,82,low
2022-01-04T02:30Z,82,81,low
2022-01-04T03:00Z,81,79,low
2022-01-04T03:30Z,77,81,low
2022-01-04T04:00Z,73,80,low
2022-01-04T04:30Z,70,78,low
2022-01-04T05:00Z,70,68,low
2022-01-04T05:30Z,77,72,low
2022-01-04T06:00Z,92,69,low
2022-01-04T06:30Z,105,80,low
2022-01-04T07:00Z,122,100,low
2022-01-04T07:30Z,130,122,moderate
2022-01-04T08:00Z,140,133,moderate
2022-01-04T08:30Z,148,120,moderate
2022-01-04T09:00Z,154,136,moderate
2022-01-04T09:30Z,152,141,moderate
2022-01-04T10:00Z,148,142,moderate
2022-01-04T10:30Z,138,139,moderate
2022-01-04T11:00Z,136,135,moderate
2022-01-04T11:30Z,133,133,moderate
2022-01-04T12:00Z,129,130,low
2022-01-04T12:30Z,127,128,low
2022-01-04T13:00Z,124,126,low
2022-01-04T13:30Z,121,124,low
2022-01-04T14:00Z,121,122,low
2022-01-04T14:30Z,128,121,low
2022-01-04T15:00Z,135,124,moderate
2022-01-04T15:30Z,140,125,moderate
2022-01-04T16:00Z,142,130,moderate
2022-01-04T16:30Z,141,140,moderate
2022-01-04T17:00Z,142,151,moderate
2022-01-04T17:30Z,145,137,moderate
2022-01-04T18:00Z,144,129,moderate
2022-01-04T18:30Z,144,130,moderate
2022-01-04T19:00Z,142,130,moderate
2022-01-04T19:30Z,136,138,moderate
2022-01-04T20:00Z,133,110,moderate
2022-01-04T20:30Z,122,114,low
2022-01-04T21:00Z,109,125,low
2022-01-04T21:30Z,103,118,low
2022-01-04T22:00Z,91,110,low
2022-01-04T22:30Z,81,100,low
2022-01-04T23:00Z,69,88,low
2022-01-04T23:30Z,64,76,low
2022-01-05T00:00Z,61,63,low
2022-01-05T00:30Z,61,60,low
2022-01-05T01:00Z,62,57,low
2022-01-05T01:30Z,55,56,low
2022-01-05T02:00Z,49,57,low
2022-01-05T02:30Z,50,51,low
2022-01-05T03:00Z,51,43,low
2022-01-05T03:30Z,51,45,low
2022-01-05T04:00Z,52,45,low
2022-01-05T04:30Z,59,43,low
2022-01-05T05:00Z,58,45,low
2022-01-05T05:30Z,59,53,low
2022-01-05T06:00Z,66,51,low
2022-01-05T06:30Z,77,54,low
2022-01-05T07:00Z,95,66,low
2022-01-05T07:30Z,116,84,low
2022-01-05T08:00Z,134,104,moderate
2022-01-05T08:30Z,147,127,moderate
2022-01-05T09:00Z,147,139,moderate
2022-01-05T09:30Z,140,148,moderate
2022-01-05T10:00Z,141,146,moderate
2022-01-05T10:30Z,136,140,moderate
2022-01-05T11:00Z,135,140,moderate
2022-01-05T11:30Z,138,140,moderate
2022-01-05T12:00Z,139,134,moderate
2022-01-05T12:30Z,141,142,moderate
2022-01-05T13:00Z,146,145,moderate
2022-01-05T13:30Z,150,145,moderate
2022-01-05T14:00Z,156,152,moderate
2022-01-05T14:30Z,162,161,moderate
2022-01-05T15:00Z,173,163,moderate
2022-01-05T15:30Z,183,164,moderate
2022-01-05T16:00Z,193,185,moderate
2022-01-05T16:30Z,198,197,moderate
2022-01-05T17:00Z,202,206,moderate
2022-01-05T17:30Z,204,201,moderate
2022-01-05T18:00Z,204,204,moderate
2022-01-05T18:30Z,204,207,moderate
2022-01-05T19:00Z,209,208,moderate
2022-01-05T19:30Z,212,208,high
2022-01-05T20:00Z,211,211,high
2022-01-05T20:30Z,216,213,high
2022-01-05T21:00Z,214,209,high
2022-01-05T21:30Z,209,214,moderate
2022-01-05T22:00Z,205,207,moderate
2022-01-05T22:30Z,199,212,moderate
2022-01-05T23:00Z,196,200,moderate
2022-01-05T23:30Z,193,200,moderate
2022-01-06T00:00Z,190,203,moderate
2022-01-06T00:30Z,192,195,moderate
2022-01-06T01:00Z,198,193,moderate
2022-01-06T01:30Z,195,195,moderate
2022-01-06T02:00Z,194,201,moderate
2022-01-06T02:30Z,192,190,moderate
2022-01-06T03:00Z,187,194,moderate
2022-01-06T03:30Z,182,188,moderate
2022-01-06T04:00Z,169,182,moderate
2022-01-06T04:30Z,156,174,moderate
2022-01-06T05:00Z,150,164,moderate
2022-01-06T05:30Z,162,152,moderate
2022-01-06T06:00Z,168,147,moderate
2022-01-06T06:30Z,175,167,moderate
2022-01-06T07:00Z,183,175,moderate
2022-01-06T07:30Z,192,183,moderate
2022-01-06T08:00Z,193,177,moderate
2022-01-06T08:30Z,195,189,moderate
2022-01-06T09:00Z,193,194,moderate
2022-01-06T09:30Z,187,192,moderate
2022-01-06T10:00Z,184,190,moderate
2022-01-06T10:30Z,185,178,moderate
2022-01-06T11:00Z,184,178,moderate
2022-01-06T11:30Z,175,178,moderate
2022-01-06T12:00Z,170,172,moderate
2022-01-06T12:30Z,168,170,moderate
2022-01-06T13:00Z,167,163,moderate
2022-01-06T13:30Z,165,157,moderate
2022-01-06T14:00Z,164,159,moderate
2022-01-06T14:30Z,162,162,moderate
2022-01-06T15:00Z,163,159,moderate
2022-01-06T15:30Z,160,172,moderate
2022-01-06T16:00Z,161,168,moderate
2022-01-06T16:30Z,157,168,moderate
2022-01-06T17:00Z,158,177,moderate
2022-01-06T17:30Z,160,154,moderate
2022-01-06T18:00Z,157,157,moderate
2022-01-06T18:30Z,157,154,moderate
2022-01-06T19:00Z,151,144,moderate
2022-01-06T19:30Z,148,142,moderate
2022-01-06T20:00Z,144,144,moderate
2022-01-06T20:30Z,132,136,moderate
2022-01-06T21:00Z,120,136,low
2022-01-06T21:30Z,114,117,low
2022-01-06T22:00Z,103,116,low
2022-01-06T22:30Z,104,103,low
2022-01-06T23:00Z,90,102,low
2022-01-06T23:30Z,77,93,low
2022-01-07T00:00Z,72,88,low
2022-01-07T00:30Z,69,92,low
2022-01-07T01:00Z,72,64,low
2022-01-07T01:30Z,71,62,low
2022-01-07T02:00Z,70,66,low
2022-01-07T02:30Z,72,66,low
2022-01-07T03:00Z,72,66,low
2022-01-07T03:30Z,72,64,low
2022-01-07T04:00Z,72,65,low
2022-01-07T04:30Z,74,73,low
2022-01-07T05:00Z,74,70,low
2022-01-07T05:30Z,74,74,low
2022-01-07T06:00Z,79,80,low
2022-01-07T06:30Z,91,78,low
2022-01-07T07:00Z,105,83,low
2022-01-07T07:30Z,131,95,moderate
2022-01-07T08:00Z,144,110,moderate
2022-01-07T08:30Z,150,135,moderate
2022-01-07T09:00Z,152,153,moderate
2022-01-07T09:30Z,143,156,moderate
2022-01-07T10:00Z,143,154,moderate
2022-01-07T10:30Z,142,148,moderate
2022-01-07T11:00Z,143,142,moderate
2022-01-07T11:30Z,143,144,moderate
2022-01-07T12:00Z,144,143,moderate
2022-01-07T12:30Z,150,144,moderate
2022-01-07T13:00Z,152,146,moderate
2022-01-07T13:30Z,150,149,moderate
2022-01-07T14:00Z,156,151,moderate
2022-01-07T14:30Z,162,157,moderate
2022-01-07T15:00Z,167,156,moderate
2022-01-07T15:30Z,171,162,moderate
2022-01-07T16:00Z,175,167,moderate
2022-01-07T16:30Z,174,171,moderate
2022-01-07T17:00Z,175,178,moderate
2022-01-07T17:30Z,177,179,moderate
2022-01-07T18:00Z,178,174,moderate
2022-01-07T18:30Z,179,177,moderate
2022-01-07T19:00Z,180,176,moderate
2022-01-07T19:30Z,186,179,moderate
2022-01-07T20:00Z,185,181,moderate
2022-01-07T20:30Z,186,184,moderate
2022-01-07T21:00Z,181,178,moderate
2022-01-07T21:30Z,177,173,moderate
2022-01-07T22:00Z,173,173,moderate
2022-01-07T22:30Z,169,169,moderate
2022-01-07T23:00Z,161,167,moderate
2022-01-07T23:30Z,150,158,moderate
2022-01-08T00:00Z,136,149,moderate
2022-01-08T00:30Z,133,144,moderate
2022-01-08T01:00Z,135,127,moderate
2022-01-08T01:30Z,132,124,moderate
2022-01-08T02:00Z,125,128,low
2022-01-08T02:30Z,117,122,low
2022-01-08T03:00Z,108,114,low
2022-01-08T03:30Z,104,113,low
2022-01-08T04:00Z,92,101,low
2022-01-08T04:30Z,97,96,low
2022-01-08T05:00Z,95,82,low
2022-01-08T05:30Z,104,88,low
2022-01-08T06:00Z,105,84,low
2022-01-08T06:30Z,107,97,low
2022-01-08T07:00Z,109,96,low
2022-01-08T07:30Z,104,101,low
2022-01-08T08:00Z,103,110,low
2022-01-08T08:30Z,111,116,low
2022-01-08T09:00Z,117,114,low
2022-01-08T09:30Z,113,113,low
2022-01-08T10:00Z,119,125,low
2022-01-08T10:30Z,127,114,low
2022-01-08T11:00Z,133,124,moderate
2022-01-08T11:30Z,138,126,moderate
2022-01-08T12:00Z,142,137,moderate
2022-01-08T12:30Z,143,138,moderate
2022-01-08T13:00Z,140,145,moderate
2022-01-08T13:30Z,138,142,moderate
2022-01-08T14:00Z,137,142,moderate
2022-01-08T14:30Z,139,136,moderate
2022-01-08T15:00Z,140,135,moderate
2022-01-08T15:30Z,141,130,moderate
2022-01-08T16:00Z,146,145,moderate
2022-01-08T16:30Z,147,150,moderate
2022-01-08T17:00Z,149,156,moderate
2022-01-08T17:30Z,145,148,moderate
2022-01-08T18:00Z,146,146,moderate
2022-01-08T18:30Z,141,138,moderate
2022-01-08T19:00Z,135,133,moderate
2022-01-08T19:30Z,137,131,moderate
2022-01-08T20:00Z,129,120,low
2022-01-08T20:30Z,120,128,low
2022-01-08T21:00Z,109,118,low
2022-01-08T21:30Z,102,113,low
2022-01-08T22:00Z,94,100,low
2022-01-08T22:30Z,82,92,low
2022-01-08T23:00Z,73,86,low
2022-01-08T23:30Z,68,79,low
2022-01-09T00:00Z,74,69,low
2022-01-09T00:30Z,79,68,low
2022-01-09T01:00Z,82,74,low
2022-01-09T01:30Z,84,76,low
2022-01-09T02:00Z,82,75,low
2022-01-09T02:30Z,80,78,low
2022-01-09T03:00Z,78,75,low
2022-01-09T03:30Z,75,73,low
2022-01-09T04:00Z,72,68,low
2022-01-09T04:30Z,73,84,low
2022-01-09T05:00Z,73,71,low
2022-01-09T05:30Z,82,72,low
2022-01-09T06:00Z,83,72,low
2022-01-09T06:30Z,85,79,low
2022-01-09T07:00Z,94,80,low
2022-01-09T07:30Z,97,87,low
2022-01-09T08:00Z,102,95,low
2022-01-09T08:30Z,109,110,low
2022-01-09T09:00Z,118,110,low
2022-01-09T09:30Z,126,120,low
2022-01-09T10:00Z,131,120,moderate
2022-01-09T10:30Z,138,129,moderate
2022-01-09T11:00Z,142,130,moderate
2022-01-09T11:30Z,146,137,moderate
2022-01-09T12:00Z,149,137,moderate
2022-01-09T12:30Z,157,148,moderate
2022-01-09T13:00Z,167,149,moderate
2022-01-09T13:30Z,174,159,moderate
2022-01-09T14:00Z,183,170,moderate
2022-01-09T14:30Z,193,175,moderate
2022-01-09T15:00Z,204,184,moderate
2022-01-09T15:30Z,212,194,high
2022-01-09T16:00Z,220,220,high
2022-01-09T16:30Z,220,212,high
2022-01-09T17:00Z,224,220,high
2022-01-09T17:30Z,225,220,high
2022-01-09T18:00Z,225,227,high
2022-01-09T18:30Z,228,228,high
2022-01-09T19:00Z,229,231,high
2022-01-09T19:30Z,234,235,high
2022-01-09T20:00Z,238,237,high
2022-01-09T20:30Z,239,232,high
2022-01-09T21:00Z,239,233,high
2022-01-09T21:30Z,239,235,high
2022-01-09T22:00Z,237,230,high
2022-01-09T22:30Z,230,230,high
2022-01-09T23:00Z,221,221,high
2022-01-09T23:30Z,221,219,high
2022-01-10T00:00Z,217,219,high
2022-01-10T00:30Z,212,219,high
2022-01-10T01:00Z,212,216,high
2022-01-10T01:30Z,210,207,high
2022-01-10T02:00Z,208,205,moderate
2022-01-10T02:30Z,212,206,high
2022-01-10T03:00Z,214,201,high
2022-01-10T03:30Z,215,201,high
2022-01-10T04:00Z,207,191,moderate
2022-01-10T04:30Z,214,199,high
2022-01-10T05:00Z,213,202,high
2022-01-10T05:30Z,219,205,high
2022-01-10T06:00Z,224,231,high
2022-01-10T06:30Z,241,235,high
2022-01-10T07:00Z,252,237,high
2022-01-10T07:30Z,254,246,high
2022-01-10T08:00Z,253,250,high
2022-01-10T08:30Z,253,250,high
2022-01-10T09:00Z,252,248,high
2022-01-10T09:30Z,250,248,high
2022-01-10T10:00Z,251,248,high
2022-01-10T10:30Z,247,246,high
2022-01-10T11:00Z,244,247,high
2022-01-10T11:30Z,242,245,high
2022-01-10T12:00Z,239,237,high
2022-01-10T12:30Z,235,237,high
2022-01-10T13:00Z,233,237,high
2022-01-10T13:30Z,238,230,high
2022-01-10T14:00Z,236,224,high
2022-01-10T14:30Z,236,226,high
2022-01-10T15:00Z,233,219,high
2022-01-10T15:30Z,234,218,high
2022-01-10T16:00Z,227,209,high
2022-01-10T16:30Z,225,208,high
2022-01-10T17:00Z,221,202,high
2022-01-10T17:30Z,219,208,high
2022-01-10T18:00Z,221,205,high
2022-01-10T18:30Z,222,195,high
2022-01-10T19:00Z,220,194,high
2022-01-10T19:30Z,223,193,high
2022-01-10T20:00Z,221,194,high
2022-01-10T20:30Z,219,188,high
2022-01-10T21:00Z,211,186,high
2022-01-10T21:30Z,208,185,moderate
2022-01-10T22:00Z,208,175,moderate
2022-01-10T22:30Z,203,171,moderate
2022-01-10T23:00Z,195,169,moderate
2022-01-10T23:30Z,180,171,moderate
2022-01-11T00:00Z,175,168,moderate
2022-01-11T00:30Z,169,158,moderate
2022-01-11T01:00Z,179,156,moderate
2022-01-11T01:30Z,176,149,moderate
2022-01-11T02:00Z,171,157,moderate
2022-01-11T02:30Z,161,153,moderate
2022-01-11T03:00Z,159,146,moderate
2022-01-11T03:30Z,160,141,moderate
2022-01-11T04:00Z,161,141,moderate
2022-01-11T04:30Z,167,144,moderate
2022-01-11T05:00Z,167,144,moderate
2022-01-11T05:30Z,176,158,moderate
2022-01-11T06:00Z,183,155,moderate
2022-01-11T06:30Z,209,178,moderate
2022-01-11T07:00Z,225,184,high
2022-01-11T07:30Z,243,199,high
2022-01-11T08:00Z,258,209,high
2022-01-11T08:30Z,263,216,high
2022-01-11T09:00Z,266,228,high
2022-01-11T09:30Z,267,232,high
2022-01-11T10:00Z,266,233,high
2022-01-11T10:30Z,272,245,high
2022-01-11T11:00Z,270,240,high
2022-01-11T11:30Z,269,248,high
2022-01-11T12:00Z,264,247,high
2022-01-11T12:30Z,262,246,high
2022-01-11T13:00Z,260,248,high
2022-01-11T13:30Z,267,248,high
2022-01-11T14:00Z,268,247,high
2022-01-11T14:30Z,272,246,high
2022-01-11T15:00Z,274,246,high
2022-01-11T15:30Z,270,247,high
2022-01-11T16:00Z,271,264,high
2022-01-11T16:30Z,270,251,high
2022-01-11T17:00Z,267,253,high
2022-01-11T17:30Z,264,249,high
2022-01-11T18:00Z,266,251,high
2022-01-11T18:30Z,268,241,high
2022-01-11T19:00Z,267,257,high
2022-01-11T19:30Z,267,255,high
2022-01-11T20:00Z,270,257,high
2022-01-11T20:30Z,268,260,high
2022-01-11T21:00Z,261,261,high
2022-01-11T21:30Z,259,257,high
2022-01-11T22:00Z,248,239,high
2022-01-11T22:30Z,232,230,high
2022-01-11T23:00Z,218,218,high
2022-01-11T23:30Z,217,207,high
2022-01-12T00:00Z,212,211,high
2022-01-12T00:30Z,216,205,high
2022-01-12T01:00Z,219,208,high
2022-01-12T01:30Z,222,197,high
2022-01-12T02:00Z,214,199,high
2022-01-12T02:30Z,208,204,moderate
2022-01-12T03:00Z,208,194,moderate
2022-01-12T03:30Z,203,198,moderate
2022-01-12T04:00Z,199,198,moderate
2022-01-12T04:30Z,205,190,moderate
2022-01-12T05:00Z,210,203,high
2022-01-12T05:30Z,218,200,high
2022-01-12T06:00Z,227,230,high
2022-01-12T06:30Z,241,232,high
2022-01-12T07:00Z,252,232,high
2022-01-12T07:30Z,261,247,high
2022-01-12T08:00Z,264,247,high
2022-01-12T08:30Z,264,251,high
2022-01-12T09:00Z,264,245,high
2022-01-12T09:30Z,263,247,high
2022-01-12T10:00Z,260,240,high
2022-01-12T10:30Z,257,238,high
2022-01-12T11:00Z,253,235,high
2022-01-12T11:30Z,247,235,high
2022-01-12T12:00Z,248,229,high
2022-01-12T12:30Z,249,228,high
2022-01-12T13:00Z,248,232,high
2022-01-12T13:30Z,250,235,high
2022-01-12T14:00Z,250,237,high
2022-01-12T14:30Z,245,239,high
2022-01-12T15:00Z,252,242,high
2022-01-12T15:30Z,256,245,high
2022-01-12T16:00Z,259,246,high
2022-01-12T16:30Z,256,256,high
2022-01-12T17:00Z,252,258,high
2022-01-12T17:30Z,244,247,high
2022-01-12T18:00Z,243,245,high
2022-01-12T18:30Z,242,239,high
2022-01-12T19:00Z,242,236,high
2022-01-12T19:30Z,248,241,high
2022-01-12T20:00Z,253,237,high
2022-01-12T20:30Z,253,241,high
2022-01-12T21:00Z,246,246,high
2022-01-12T21:30Z,242,241,high
2022-01-12T22:00Z,231,231,high
2022-01-12T22:30Z,223,230,high
2022-01-12T23:00Z,218,216,high
2022-01-12T23:30Z,214,201,high
2022-01-13T00:00Z,213,203,high
2022-01-13T00:30Z,207,213,moderate
2022-01-13T01:00Z,212,212,high
2022-01-13T01:30Z,208,200,moderate
2022-01-13T02:00Z,206,202,moderate
2022-01-13T02:30Z,204,205,moderate
2022-01-13T03:00Z,200,214,moderate
2022-01-13T03:30Z,197,202,moderate
2022-01-13T04:00Z,199,199,moderate
2022-01-13T04:30Z,203,201,moderate
2022-01-13T05:00Z,205,202,moderate
2022-01-13T05:30Z,210,206,high
2022-01-13T06:00Z,221,217,high
2022-01-13T06:30Z,238,220,high
2022-01-13T07:00Z,248,237,high
2022-01-13T07:30Z,252,254,high
2022-01-13T08:00Z,255,254,high
2022-01-13T08:30Z,258,251,high
2022-01-13T09:00Z,258,254,high
2022-01-13T09:30Z,254,255,high
2022-01-13T10:00Z,251,254,high
2022-01-13T10:30Z,244,249,high
2022-01-13T11:00Z,241,247,high
2022-01-13T11:30Z,235,240,high
2022-01-13T12:00Z,232,238,high
2022-01-13T12:30Z,232,238,high
2022-01-13T13:00Z,233,236,high
2022-01-13T13:30Z,235,238,high
2022-01-13T14:00Z,239,240,high
2022-01-13T14:30Z,243,242,high
2022-01-13T15:00Z,249,247,high
2022-01-13T15:30Z,258,254,high
2022-01-13T16:00Z,265,264,high
2022-01-13T16:30Z,263,267,high
2022-01-13T17:00Z,259,265,high
2022-01-13T17:30Z,256,259,high
2022-01-13T18:00Z,256,264,high
2022-01-13T18:30Z,254,261,high
2022-01-13T19:00Z,253,254,high
2022-01-13T19:30Z,256,259,high
2022-01-13T20:00Z,257,256,high
2022-01-13T20:30Z,262,251,high
2022-01-13T21:00Z,266,248,high
2022-01-13T21:30Z,258,234,high
2022-01-13T22:00Z,248,252,high
2022-01-13T22:30Z,229,245,high
2022-01-13T23:00Z,223,239,high
2022-01-13T23:30Z,219,231,high
2022-01-14T00:00Z,219,221,high
2022-01-14T00:30Z,225,221,high
2022-01-14T01:00Z,229,223,high
2022-01-14T01:30Z,230,228,high
2022-01-14T02:00Z,231,232,high
2022-01-14T02:30Z,234,235,high
2022-01-14T03:00Z,241,230,high
2022-01-14T03:30Z,244,236,high
2022-01-14T04:00Z,247,240,high
2022-01-14T04:30Z,253,246,high
2022-01-14T05:00Z,256,251,high
2022-01-14T05:30Z,260,254,high
2022-01-14T06:00Z,272,262,high
2022-01-14T06:30Z,294,271,high
2022-01-14T07:00Z,308,283,high
2022-01-14T07:30Z,313,294,very high
2022-01-14T08:00Z,319,306,very high
2022-01-14T08:30Z,311,312,very high
2022-01-14T09:00Z,309,320,high
2022-01-14T09:30Z,305,309,high
2022-01-14T10:00Z,300,308,high
2022-01-14T10:30Z,296,303,high
2022-01-14T11:00Z,292,297,high
2022-01-14T11:30Z,283,297,high
2022-01-14T12:00Z,279,295,high
2022-01-14T12:30Z,274,289,high
2022-01-14T13:00Z,273,286,high
2022-01-14T13:30Z,273,288,high
2022-01-14T14:00Z,274,287,high
2022-01-14T14:30Z,279,291,high
2022-01-14T15:00Z,287,294,high
2022-01-14T15:30Z,288,295,high
2022-01-14T16:00Z,291,296,high
2022-01-14T16:30Z,297,299,high
2022-01-14T17:00Z,297,292,high
2022-01-14T17:30Z,296,297,high
2022-01-14T18:00Z,293,298,high
2022-01-14T18:30Z,286,295,high
2022-01-14T19:00Z,287,289,high
2022-01-14T19:30Z,287,288,high
2022-01-14T20:00Z,286,284,high
2022-01-14T20:30Z,284,284,high
2022-01-14T21:00Z,284,283,high
2022-01-14T21:30Z,281,285,high
2022-01-14T22:00Z,277,283,high
2022-01-14T22:30Z,277,281,high
2022-01-14T23:00Z,269,267,high
2022-01-14T23:30Z,268,270,high
2022-01-15T00:00Z,261,261,high
2022-01-15T00:30Z,266,265,high
2022-01-15T01:00Z,270,259,high
2022-01-15T01:30Z,266,264,high
2022-01-15T02:00Z,263,264,high
2022-01-15T02:30Z,260,260,high
2022-01-15T03:00Z,259,259,high
2022-01-15T03:30Z,262,135,high
2022-01-15T04:00Z,257,255,high
2022-01-15T04:30Z,259,262,high
2022-01-15T05:00Z,261,259,high
2022-01-15T05:30Z,265,262,high
2022-01-15T06:00Z,263,264,high
2022-01-15T06:30Z,263,265,high
2022-01-15T07:00Z,268,265,high
2022-01-15T07:30Z,271,261,high
2022-01-15T08:00Z,275,266,high
2022-01-15T08:30Z,267,272,high
2022-01-15T09:00Z,275,280,high
2022-01-15T09:30Z,272,277,high
2022-01-15T10:00Z,273,277,high
2022-01-15T10:30Z,270,277,high
2022-01-15T11:00Z,269,277,high
2022-01-15T11:30Z,268,274,high
2022-01-15T12:00Z,265,273,high
2022-01-15T12:30Z,263,269,high
2022-01-15T13:00Z,262,267,high
2022-01-15T13:30Z,264,269,high
2022-01-15T14:00Z,263,264,high
2022-01-15T14:30Z,262,266,high
2022-01-15T15:00Z,265,264,high
2022-01-15T15:30Z,267,264,high
2022-01-15T16:00Z,270,266,high
2022-01-15T16:30Z,262,269,high
2022-01-15T17:00Z,257,271,high
2022-01-15T17:30Z,254,264,high
2022-01-15T18:00Z,253,257,high
