Datetime (UTC),Actual Carbon Intensity (gCO2/kWh),Forecast Carbon Intensity (gCO2/kWh),Index
2022-03-04T01:30Z,186,188,moderate
2022-03-04T02:00Z,182,186,moderate
2022-03-04T02:30Z,189,189,moderate
2022-03-04T03:00Z,188,184,moderate
2022-03-04T03:30Z,190,190,moderate
2022-03-04T04:00Z,191,189,moderate
2022-03-04T04:30Z,194,193,moderate
2022-03-04T05:00Z,197,195,moderate
2022-03-04T05:30Z,210,202,high
2022-03-04T06:00Z,223,205,high
2022-03-04T06:30Z,240,223,high
2022-03-04T07:00Z,250,228,high
2022-03-04T07:30Z,252,239,high
2022-03-04T08:00Z,257,249,high
2022-03-04T08:30Z,252,248,high
2022-03-04T09:00Z,247,255,high
2022-03-04T09:30Z,241,253,high
2022-03-04T10:00Z,243,244,high
2022-03-04T10:30Z,241,239,high
2022-03-04T11:00Z,240,241,high
2022-03-04T11:30Z,240,237,high
2022-03-04T12:00Z,237,237,high
2022-03-04T12:30Z,237,234,high
2022-03-04T13:00Z,234,233,high
2022-03-04T13:30Z,233,232,high
2022-03-04T14:00Z,231,230,high
2022-03-04T14:30Z,225,231,high
2022-03-04T15:00Z,226,232,high
2022-03-04T15:30Z,228,227,high
2022-03-04T16:00Z,231,228,high
2022-03-04T16:30Z,230,231,high
2022-03-04T17:00Z,233,234,high
2022-03-04T17:30Z,232,234,high
2022-03-04T18:00Z,234,237,high
2022-03-04T18:30Z,233,234,high
2022-03-04T19:00Z,233,231,high
2022-03-04T19:30Z,239,233,high
2022-03-04T20:00Z,240,232,high
2022-03-04T20:30Z,238,238,high
2022-03-04T21:00Z,231,239,high
2022-03-04T21:30Z,225,236,high
2022-03-04T22:00Z,215,229,high
2022-03-04T22:30Z,201,221,moderate
2022-03-04T23:00Z,188,205,moderate
2022-03-04T23:30Z,174,195,moderate
2022-03-05T00:00Z,171,196,moderate
2022-03-05T00:30Z,170,193,moderate
2022-03-05T01:00Z,166,174,moderate
2022-03-05T01:30Z,154,170,moderate
2022-03-05T02:00Z,147,166,moderate
2022-03-05T02:30Z,144,152,moderate
2022-03-05T03:00Z,143,144,moderate
2022-03-05T03:30Z,140,144,moderate
2022-03-05T04:00Z,136,140,moderate
2022-03-05T04:30Z,138,145,moderate
2022-03-05T05:00Z,139,139,moderate
2022-03-05T05:30Z,155,138,moderate
2022-03-05T06:00Z,160,145,moderate
2022-03-05T06:30Z,167,163,moderate
2022-03-05T07:00Z,174,167,moderate
2022-03-05T07:30Z,187,178,moderate
2022-03-05T08:00Z,186,182,moderate
2022-03-05T08:30Z,184,188,moderate
2022-03-05T09:00Z,189,183,moderate
2022-03-05T09:30Z,186,182,moderate
2022-03-05T10:00Z,185,187,moderate
2022-03-05T10:30Z,178,182,moderate
2022-03-05T11:00Z,174,181,moderate
2022-03-05T11:30Z,172,177,moderate
2022-03-05T12:00Z,173,172,moderate
2022-03-05T12:30Z,172,171,moderate
2022-03-05T13:00Z,169,168,moderate
2022-03-05T13:30Z,168,167,moderate
2022-03-05T14:00Z,170,163,moderate
2022-03-05T14:30Z,170,165,moderate
2022-03-05T15:00Z,173,170,moderate
2022-03-05T15:30Z,187,177,moderate
2022-03-05T16:00Z,189,180,moderate
2022-03-05T16:30Z,193,196,moderate
2022-03-05T17:00Z,203,210,moderate
2022-03-05T17:30Z,203,202,moderate
2022-03-05T18:00Z,202,208,moderate
2022-03-05T18:30Z,199,205,moderate
2022-03-05T19:00Z,202,204,moderate
2022-03-05T19:30Z,200,205,moderate
2022-03-05T20:00Z,207,202,moderate
2022-03-05T20:30Z,210,194,high
2022-03-05T21:00Z,201,195,moderate
2022-03-05T21:30Z,189,208,moderate
2022-03-05T22:00Z,178,196,moderate
2022-03-05T22:30Z,174,183,moderate
2022-03-05T23:00Z,158,173,moderate
2022-03-05T23:30Z,136,163,moderate
2022-03-06T00:00Z,130,155,moderate
2022-03-06T00:30Z,129,138,low
2022-03-06T01:00Z,130,133,moderate
2022-03-06T01:30Z,132,146,moderate
2022-03-06T02:00Z,133,132,moderate
2022-03-06T02:30Z,132,134,moderate
2022-03-06T03:00Z,133,130,moderate
2022-03-06T03:30Z,133,132,moderate
2022-03-06T04:00Z,136,136,moderate
2022-03-06T04:30Z,132,140,moderate
2022-03-06T05:00Z,126,139,low
2022-03-06T05:30Z,128,142,low
2022-03-06T06:00Z,129,140,low
2022-03-06T06:30Z,145,137,moderate
2022-03-06T07:00Z,153,132,moderate
2022-03-06T07:30Z,165,151,moderate
2022-03-06T08:00Z,173,167,moderate
2022-03-06T08:30Z,176,178,moderate
2022-03-06T09:00Z,179,181,moderate
2022-03-06T09:30Z,181,179,moderate
2022-03-06T10:00Z,174,179,moderate
2022-03-06T10:30Z,173,180,moderate
2022-03-06T11:00Z,181,177,moderate
2022-03-06T11:30Z,180,171,moderate
2022-03-06T12:00Z,185,173,moderate
2022-03-06T12:30Z,190,183,moderate
2022-03-06T13:00Z,189,188,moderate
2022-03-06T13:30Z,189,186,moderate
2022-03-06T14:00Z,187,187,moderate
2022-03-06T14:30Z,183,188,moderate
2022-03-06T15:00Z,185,191,moderate
2022-03-06T15:30Z,192,185,moderate
2022-03-06T16:00Z,200,191,moderate
2022-03-06T16:30Z,210,198,high
2022-03-06T17:00Z,218,207,high
2022-03-06T17:30Z,222,214,high
2022-03-06T18:00Z,223,224,high
2022-03-06T18:30Z,222,223,high
2022-03-06T19:00Z,223,224,high
2022-03-06T19:30Z,227,220,high
2022-03-06T20:00Z,230,224,high
2022-03-06T20:30Z,233,224,high
2022-03-06T21:00Z,229,226,high
2022-03-06T21:30Z,222,216,high
2022-03-06T22:00Z,212,222,high
2022-03-06T22:30Z,195,210,moderate
2022-03-06T23:00Z,183,200,moderate
2022-03-06T23:30Z,176,184,moderate
2022-03-07T00:00Z,175,181,moderate
2022-03-07T00:30Z,177,179,moderate
2022-03-07T01:00Z,180,184,moderate
2022-03-07T01:30Z,180,174,moderate
2022-03-07T02:00Z,177,176,moderate
2022-03-07T02:30Z,177,177,moderate
2022-03-07T03:00Z,178,171,moderate
2022-03-07T03:30Z,181,174,moderate
2022-03-07T04:00Z,182,180,moderate
2022-03-07T04:30Z,184,183,moderate
2022-03-07T05:00Z,185,183,moderate
2022-03-07T05:30Z,194,186,moderate
2022-03-07T06:00Z,206,199,moderate
2022-03-07T06:30Z,219,206,high
2022-03-07T07:00Z,228,218,high
2022-03-07T07:30Z,234,222,high
2022-03-07T08:00Z,234,225,high
2022-03-07T08:30Z,232,227,high
2022-03-07T09:00Z,228,229,high
2022-03-07T09:30Z,224,222,high
2022-03-07T10:00Z,222,217,high
2022-03-07T10:30Z,219,214,high
2022-03-07T11:00Z,216,215,high
2022-03-07T11:30Z,208,214,moderate
2022-03-07T12:00Z,205,211,moderate
2022-03-07T12:30Z,203,205,moderate
2022-03-07T13:00Z,196,201,moderate
2022-03-07T13:30Z,185,197,moderate
2022-03-07T14:00Z,178,192,moderate
2022-03-07T14:30Z,180,190,moderate
2022-03-07T15:00Z,180,182,moderate
2022-03-07T15:30Z,180,182,moderate
2022-03-07T16:00Z,191,189,moderate
2022-03-07T16:30Z,203,187,moderate
2022-03-07T17:00Z,207,194,moderate
2022-03-07T17:30Z,205,206,moderate
2022-03-07T18:00Z,202,207,moderate
2022-03-07T18:30Z,193,205,moderate
2022-03-07T19:00Z,187,195,moderate
2022-03-07T19:30Z,180,189,moderate
2022-03-07T20:00Z,166,176,moderate
2022-03-07T20:30Z,170,171,moderate
2022-03-07T21:00Z,159,154,moderate
2022-03-07T21:30Z,143,143,moderate
2022-03-07T22:00Z,119,144,low
2022-03-07T22:30Z,116,122,low
2022-03-07T23:00Z,101,115,low
2022-03-07T23:30Z,87,114,low
2022-03-08T00:00Z,82,103,low
2022-03-08T00:30Z,82,89,low
2022-03-08T01:00Z,89,95,low
2022-03-08T01:30Z,90,80,low
2022-03-08T02:00Z,87,82,low
2022-03-08T02:30Z,87,95,low
2022-03-08T03:00Z,83,89,low
2022-03-08T03:30Z,80,82,low
2022-03-08T04:00Z,74,73,low
2022-03-08T04:30Z,75,69,low
2022-03-08T05:00Z,75,67,low
2022-03-08T05:30Z,77,73,low
2022-03-08T06:00Z,88,69,low
2022-03-08T06:30Z,107,76,low
2022-03-08T07:00Z,124,82,low
2022-03-08T07:30Z,138,104,moderate
2022-03-08T08:00Z,146,126,moderate
2022-03-08T08:30Z,143,125,moderate
2022-03-08T09:00Z,137,127,moderate
2022-03-08T09:30Z,134,121,moderate
2022-03-08T10:00Z,131,120,moderate
2022-03-08T10:30Z,126,115,low
2022-03-08T11:00Z,120,107,low
2022-03-08T11:30Z,108,109,low
2022-03-08T12:00Z,108,106,low
2022-03-08T12:30Z,108,97,low
2022-03-08T13:00Z,107,93,low
2022-03-08T13:30Z,118,104,low
2022-03-08T14:00Z,125,99,low
2022-03-08T14:30Z,127,113,low
2022-03-08T15:00Z,132,115,moderate
2022-03-08T15:30Z,145,124,moderate
2022-03-08T16:00Z,154,126,moderate
2022-03-08T16:30Z,158,154,moderate
2022-03-08T17:00Z,171,147,moderate
2022-03-08T17:30Z,174,159,moderate
2022-03-08T18:00Z,179,176,moderate
2022-03-08T18:30Z,174,171,moderate
2022-03-08T19:00Z,173,172,moderate
2022-03-08T19:30Z,178,161,moderate
2022-03-08T20:00Z,174,146,moderate
2022-03-08T20:30Z,174,155,moderate
2022-03-08T21:00Z,169,152,moderate
2022-03-08T21:30Z,162,150,moderate
2022-03-08T22:00Z,148,157,moderate
2022-03-08T22:30Z,133,162,moderate
2022-03-08T23:00Z,120,159,low
2022-03-08T23:30Z,103,130,low
2022-03-09T00:00Z,95,130,low
2022-03-09T00:30Z,96,100,low
2022-03-09T01:00Z,97,90,low
2022-03-09T01:30Z,94,91,low
2022-03-09T02:00Z,90,91,low
2022-03-09T02:30Z,90,81,low
2022-03-09T03:00Z,92,74,low
2022-03-09T03:30Z,93,71,low
2022-03-09T04:00Z,93,74,low
2022-03-09T04:30Z,97,85,low
2022-03-09T05:00Z,98,89,low
2022-03-09T05:30Z,101,89,low
2022-03-09T06:00Z,116,96,low
2022-03-09T06:30Z,133,95,moderate
2022-03-09T07:00Z,142,105,moderate
2022-03-09T07:30Z,149,129,moderate
2022-03-09T08:00Z,154,125,moderate
2022-03-09T08:30Z,145,134,moderate
2022-03-09T09:00Z,143,145,moderate
2022-03-09T09:30Z,137,139,moderate
2022-03-09T10:00Z,133,142,moderate
2022-03-09T10:30Z,127,135,low
2022-03-09T11:00Z,119,116,low
2022-03-09T11:30Z,120,124,low
2022-03-09T12:00Z,123,115,low
2022-03-09T12:30Z,130,123,moderate
2022-03-09T13:00Z,125,125,low
2022-03-09T13:30Z,128,129,low
2022-03-09T14:00Z,126,130,low
2022-03-09T14:30Z,130,138,moderate
2022-03-09T15:00Z,127,140,low
2022-03-09T15:30Z,135,145,moderate
2022-03-09T16:00Z,145,148,moderate
2022-03-09T16:30Z,164,164,moderate
2022-03-09T17:00Z,175,157,moderate
2022-03-09T17:30Z,180,169,moderate
2022-03-09T18:00Z,182,202,moderate
2022-03-09T18:30Z,183,180,moderate
2022-03-09T19:00Z,185,182,moderate
2022-03-09T19:30Z,193,182,moderate
2022-03-09T20:00Z,189,177,moderate
2022-03-09T20:30Z,188,179,moderate
2022-03-09T21:00Z,182,186,moderate
2022-03-09T21:30Z,175,172,moderate
2022-03-09T22:00Z,158,166,moderate
2022-03-09T22:30Z,144,167,moderate
2022-03-09T23:00Z,130,141,moderate
2022-03-09T23:30Z,106,138,low
2022-03-10T00:00Z,103,128,low
2022-03-10T00:30Z,99,114,low
2022-03-10T01:00Z,98,104,low
2022-03-10T01:30Z,101,111,low
2022-03-10T02:00Z,97,96,low
2022-03-10T02:30Z,102,95,low
2022-03-10T03:00Z,97,97,low
2022-03-10T03:30Z,98,98,low
2022-03-10T04:00Z,92,90,low
2022-03-10T04:30Z,86,96,low
2022-03-10T05:00Z,85,87,low
2022-03-10T05:30Z,92,76,low
2022-03-10T06:00Z,105,83,low
2022-03-10T06:30Z,116,92,low
2022-03-10T07:00Z,126,117,low
2022-03-10T07:30Z,131,118,moderate
2022-03-10T08:00Z,139,123,moderate
2022-03-10T08:30Z,140,127,moderate
2022-03-10T09:00Z,139,125,moderate
2022-03-10T09:30Z,128,131,low
2022-03-10T10:00Z,121,134,low
2022-03-10T10:30Z,120,111,low
2022-03-10T11:00Z,116,105,low
2022-03-10T11:30Z,113,116,low
2022-03-10T12:00Z,109,115,low
2022-03-10T12:30Z,117,121,low
2022-03-10T13:00Z,118,114,low
2022-03-10T13:30Z,125,119,low
2022-03-10T14:00Z,127,121,low
2022-03-10T14:30Z,129,136,low
2022-03-10T15:00Z,132,143,moderate
2022-03-10T15:30Z,139,149,moderate
2022-03-10T16:00Z,156,149,moderate
2022-03-10T16:30Z,170,149,moderate
2022-03-10T17:00Z,174,165,moderate
2022-03-10T17:30Z,177,179,moderate
2022-03-10T18:00Z,180,186,moderate
2022-03-10T18:30Z,178,193,moderate
2022-03-10T19:00Z,176,174,moderate
2022-03-10T19:30Z,179,174,moderate
2022-03-10T20:00Z,173,165,moderate
2022-03-10T20:30Z,162,172,moderate
2022-03-10T21:00Z,151,161,moderate
2022-03-10T21:30Z,138,156,moderate
2022-03-10T22:00Z,122,145,low
2022-03-10T22:30Z,112,132,low
2022-03-10T23:00Z,90,117,low
2022-03-10T23:30Z,75,123,low
2022-03-11T00:00Z,67,125,low
2022-03-11T00:30Z,64,94,low
2022-03-11T01:00Z,68,66,low
2022-03-11T01:30Z,68,79,low
2022-03-11T02:00Z,64,63,low
2022-03-11T02:30Z,61,65,low
2022-03-11T03:00Z,60,56,low
2022-03-11T03:30Z,59,55,low
2022-03-11T04:00Z,59,53,low
2022-03-11T04:30Z,61,53,low
2022-03-11T05:00Z,62,55,low
2022-03-11T05:30Z,70,56,low
2022-03-11T06:00Z,77,57,low
2022-03-11T06:30Z,83,61,low
2022-03-11T07:00Z,96,67,low
2022-03-11T07:30Z,98,82,low
2022-03-11T08:00Z,102,91,low
2022-03-11T08:30Z,101,93,low
2022-03-11T09:00Z,99,101,low
2022-03-11T09:30Z,98,98,low
2022-03-11T10:00Z,95,95,low
2022-03-11T10:30Z,96,97,low
2022-03-11T11:00Z,97,89,low
2022-03-11T11:30Z,100,92,low
2022-03-11T12:00Z,103,92,low
2022-03-11T12:30Z,102,88,low
2022-03-11T13:00Z,102,99,low
2022-03-11T13:30Z,100,99,low
2022-03-11T14:00Z,103,99,low
2022-03-11T14:30Z,107,95,low
2022-03-11T15:00Z,111,103,low
2022-03-11T15:30Z,117,105,low
2022-03-11T16:00Z,123,116,low
2022-03-11T16:30Z,120,125,low
2022-03-11T17:00Z,127,131,low
2022-03-11T17:30Z,131,128,moderate
2022-03-11T18:00Z,135,133,moderate
2022-03-11T18:30Z,137,135,moderate
2022-03-11T19:00Z,140,135,moderate
2022-03-11T19:30Z,142,131,moderate
2022-03-11T20:00Z,141,128,moderate
2022-03-11T20:30Z,143,135,moderate
2022-03-11T21:00Z,142,121,moderate
2022-03-11T21:30Z,130,130,moderate
2022-03-11T22:00Z,118,124,low
2022-03-11T22:30Z,112,130,low
2022-03-11T23:00Z,97,117,low
2022-03-11T23:30Z,71,112,low
2022-03-12T00:00Z,69,96,low
2022-03-12T00:30Z,66,74,low
2022-03-12T01:00Z,67,68,low
2022-03-12T01:30Z,66,74,low
2022-03-12T02:00Z,65,68,low
2022-03-12T02:30Z,66,67,low
2022-03-12T03:00Z,66,67,low
2022-03-12T03:30Z,69,64,low
2022-03-12T04:00Z,70,64,low
2022-03-12T04:30Z,68,65,low
2022-03-12T05:00Z,65,67,low
2022-03-12T05:30Z,65,64,low
2022-03-12T06:00Z,65,63,low
2022-03-12T06:30Z,68,55,low
2022-03-12T07:00Z,77,59,low
2022-03-12T07:30Z,84,63,low
2022-03-12T08:00Z,107,71,low
2022-03-12T08:30Z,114,80,low
2022-03-12T09:00Z,107,95,low
2022-03-12T09:30Z,93,100,low
2022-03-12T10:00Z,91,98,low
2022-03-12T10:30Z,95,85,low
2022-03-12T11:00Z,88,83,low
2022-03-12T11:30Z,80,85,low
2022-03-12T12:00Z,72,81,low
2022-03-12T12:30Z,72,74,low
2022-03-12T13:00Z,74,70,low
2022-03-12T13:30Z,75,70,low
2022-03-12T14:00Z,79,74,low
2022-03-12T14:30Z,86,64,low
2022-03-12T15:00Z,91,79,low
2022-03-12T15:30Z,98,85,low
2022-03-12T16:00Z,109,96,low
2022-03-12T16:30Z,122,107,low
2022-03-12T17:00Z,132,115,moderate
2022-03-12T17:30Z,137,129,moderate
2022-03-12T18:00Z,137,136,moderate
2022-03-12T18:30Z,135,137,moderate
2022-03-12T19:00Z,135,134,moderate
2022-03-12T19:30Z,130,122,moderate
2022-03-12T20:00Z,121,116,low
2022-03-12T20:30Z,126,99,low
2022-03-12T21:00Z,115,106,low
2022-03-12T21:30Z,98,121,low
2022-03-12T22:00Z,81,113,low
2022-03-12T22:30Z,68,97,low
2022-03-12T23:00Z,61,75,low
2022-03-12T23:30Z,50,62,low
2022-03-13T00:00Z,50,53,low
2022-03-13T00:30Z,51,53,low
2022-03-13T01:00Z,58,51,low
2022-03-13T01:30Z,64,51,low
2022-03-13T02:00Z,60,57,low
2022-03-13T02:30Z,66,66,low
2022-03-13T03:00Z,62,62,low
2022-03-13T03:30Z,55,66,low
2022-03-13T04:00Z,50,63,low
2022-03-13T04:30Z,52,56,low
2022-03-13T05:00Z,50,49,low
2022-03-13T05:30Z,60,51,low
2022-03-13T06:00Z,66,48,low
2022-03-13T06:30Z,55,58,low
2022-03-13T07:00Z,57,60,low
2022-03-13T07:30Z,52,52,low
2022-03-13T08:00Z,53,53,low
2022-03-13T08:30Z,54,48,low
2022-03-13T09:00Z,55,48,low
2022-03-13T09:30Z,59,46,low
2022-03-13T10:00Z,58,48,low
2022-03-13T10:30Z,56,54,low
2022-03-13T11:00Z,59,52,low
2022-03-13T11:30Z,63,49,low
2022-03-13T12:00Z,71,53,low
2022-03-13T12:30Z,73,57,low
2022-03-13T13:00Z,73,66,low
2022-03-13T13:30Z,70,69,low
2022-03-13T14:00Z,72,66,low
2022-03-13T14:30Z,73,64,low
2022-03-13T15:00Z,79,62,low
2022-03-13T15:30Z,98,61,low
2022-03-13T16:00Z,113,68,low
2022-03-13T16:30Z,125,98,low
2022-03-13T17:00Z,139,125,moderate
2022-03-13T17:30Z,151,136,moderate
2022-03-13T18:00Z,156,144,moderate
2022-03-13T18:30Z,157,155,moderate
2022-03-13T19:00Z,161,156,moderate
2022-03-13T19:30Z,166,154,moderate
2022-03-13T20:00Z,168,155,moderate
2022-03-13T20:30Z,171,155,moderate
2022-03-13T21:00Z,173,156,moderate
2022-03-13T21:30Z,167,155,moderate
2022-03-13T22:00Z,158,159,moderate
2022-03-13T22:30Z,153,144,moderate
2022-03-13T23:00Z,149,138,moderate
2022-03-13T23:30Z,149,135,moderate
2022-03-14T00:00Z,150,154,moderate
2022-03-14T00:30Z,149,144,moderate
2022-03-14T01:00Z,148,159,moderate
2022-03-14T01:30Z,141,142,moderate
2022-03-14T02:00Z,141,138,moderate
2022-03-14T02:30Z,139,130,moderate
2022-03-14T03:00Z,137,131,moderate
2022-03-14T03:30Z,140,128,moderate
2022-03-14T04:00Z,141,127,moderate
2022-03-14T04:30Z,153,130,moderate
2022-03-14T05:00Z,168,133,moderate
2022-03-14T05:30Z,190,146,moderate
2022-03-14T06:00Z,203,155,moderate
2022-03-14T06:30Z,206,187,moderate
2022-03-14T07:00Z,213,188,high
2022-03-14T07:30Z,226,206,high
2022-03-14T08:00Z,223,206,high
2022-03-14T08:30Z,217,216,high
2022-03-14T09:00Z,209,214,moderate
2022-03-14T09:30Z,200,207,moderate
2022-03-14T10:00Z,193,198,moderate
2022-03-14T10:30Z,177,184,moderate
2022-03-14T11:00Z,164,181,moderate
2022-03-14T11:30Z,155,177,moderate
2022-03-14T12:00Z,154,160,moderate
2022-03-14T12:30Z,160,155,moderate
2022-03-14T13:00Z,159,150,moderate
2022-03-14T13:30Z,148,156,moderate
2022-03-14T14:00Z,153,157,moderate
2022-03-14T14:30Z,154,154,moderate
2022-03-14T15:00Z,157,154,moderate
2022-03-14T15:30Z,169,164,moderate
2022-03-14T16:00Z,186,175,moderate
2022-03-14T16:30Z,199,186,moderate
2022-03-14T17:00Z,202,203,moderate
2022-03-14T17:30Z,209,229,moderate
2022-03-14T18:00Z,210,209,high
2022-03-14T18:30Z,211,213,high
2022-03-14T19:00Z,218,215,high
2022-03-14T19:30Z,229,214,high
2022-03-14T20:00Z,237,222,high
2022-03-14T20:30Z,241,231,high
2022-03-14T21:00Z,248,236,high
2022-03-14T21:30Z,245,230,high
2022-03-14T22:00Z,241,234,high
2022-03-14T22:30Z,234,229,high
2022-03-14T23:00Z,214,223,high
2022-03-14T23:30Z,186,218,moderate
2022-03-15T00:00Z,175,205,moderate
2022-03-15T00:30Z,180,204,moderate
2022-03-15T01:00Z,187,179,moderate
2022-03-15T01:30Z,186,182,moderate
2022-03-15T02:00Z,184,180,moderate
2022-03-15T02:30Z,186,174,moderate
2022-03-15T03:00Z,184,181,moderate
2022-03-15T03:30Z,182,177,moderate
2022-03-15T04:00Z,177,179,moderate
2022-03-15T04:30Z,176,180,moderate
2022-03-15T05:00Z,176,175,moderate
2022-03-15T05:30Z,181,185,moderate
2022-03-15T06:00Z,192,192,moderate
2022-03-15T06:30Z,211,182,high
2022-03-15T07:00Z,223,197,high
2022-03-15T07:30Z,227,216,high
2022-03-15T08:00Z,224,224,high
2022-03-15T08:30Z,221,221,high
2022-03-15T09:00Z,214,215,high
2022-03-15T09:30Z,207,211,moderate
2022-03-15T10:00Z,207,198,moderate
